Chrom,Start,End,Marker,Pos,GWR-100-104,GWR-100-108,GWR-100-11,GWR-100-110,GWR-100-113,GWR-100-117,GWR-100-119,GWR-100-121,GWR-100-126,GWR-100-132,GWR-100-135,GWR-100-139,GWR-100-14,GWR-100-149,GWR-100-150,GWR-100-151,GWR-100-152,GWR-100-156,GWR-100-172,GWR-100-175,GWR-100-182,GWR-100-185,GWR-100-187,GWR-100-19,GWR-100-193,GWR-100-199,GWR-100-20,GWR-100-203,GWR-100-21,GWR-100-210,GWR-100-211,GWR-100-212,GWR-100-215,GWR-100-217A,GWR-100-221,GWR-100-222,GWR-100-227,GWR-100-240,GWR-100-245,GWR-100-250,GWR-100-252,GWR-100-255,GWR-100-258,GWR-100-262,GWR-100-27,GWR-100-273,GWR-100-275,GWR-100-276,GWR-100-277,GWR-100-28,GWR-100-283,GWR-100-284,GWR-100-286,GWR-100-30,GWR-100-304,GWR-100-308,GWR-100-309,GWR-100-313,GWR-100-315,GWR-100-320,GWR-100-321,GWR-100-329,GWR-100-33,GWR-100-343,GWR-100-345,GWR-100-346,GWR-100-349,GWR-100-350,GWR-100-352,GWR-100-364,GWR-100-369,GWR-100-370,GWR-100-372,GWR-100-374,GWR-100-379,GWR-100-385,GWR-100-386,GWR-100-387,GWR-100-39,GWR-100-392,GWR-100-394,GWR-100-4,GWR-100-400,GWR-100-401,GWR-100-402,GWR-100-415,GWR-100-428,GWR-100-433,GWR-100-439,GWR-100-442,GWR-100-443,GWR-100-445,GWR-100-447,GWR-100-450,GWR-100-457,GWR-100-458,GWR-100-459,GWR-100-462,GWR-100-465,GWR-100-466,GWR-100-467,GWR-100-477,GWR-100-478,GWR-100-479,GWR-100-480,GWR-100-481,GWR-100-483,GWR-100-488,GWR-100-49,GWR-100-492,GWR-100-497,GWR-100-504,GWR-100-53,GWR-100-54,GWR-100-69,GWR-100-73,GWR-100-76,GWR-100-84,GWR-100-90,GWR-100-91,GWR-100-92,GWR-100-95,GWR-100-96,GWR-100-99,IFG-100-462,XXX-100-105,XXX-100-110,XXX-100-114,XXX-100-115,XXX-100-116,XXX-100-117,XXX-100-118,XXX-100-124,XXX-100-128,XXX-100-129,XXX-100-133,XXX-100-137,XXX-100-149,XXX-100-155,XXX-100-158,XXX-100-165,XXX-100-170,XXX-100-173,XXX-100-175,XXX-100-186,XXX-100-2,XXX-100-20,XXX-100-232,XXX-100-237,XXX-100-242,XXX-100-249,XXX-100-25,XXX-100-32,XXX-100-33,XXX-100-39,XXX-100-47,XXX-100-58,XXX-100-59,XXX-100-60,XXX-100-62,XXX-100-65,XXX-100-66,XXX-100-70,XXX-100-71,XXX-100-73,XXX-100-80,XXX-100-82,XXX-100-93
Chr07,301,350,07_301_350,Chr07_2300560_2687802,A,A,A,B,NA,A,B,B,NA,A,B,A,B,A,NA,B,A,A,B,NA,A,B,B,NA,NA,NA,A,A,NA,B,A,A,NA,B,NA,B,B,NA,B,B,B,NA,B,A,NA,B,A,A,NA,A,NA,NA,B,A,NA,NA,B,A,A,NA,B,NA,A,A,NA,B,A,B,A,NA,NA,A,A,B,B,B,A,A,A,A,B,NA,A,A,B,A,B,A,A,NA,NA,NA,B,NA,B,B,B,B,A,NA,B,NA,A,A,B,A,NA,NA,B,A,B,B,B,A,NA,B,A,NA,A,B,B,NA,A,NA,B,B,B,NA,B,A,A,NA,B,A,A,B,B,B,B,B,B,NA,B,B,B,B,A,A,A,B,B,B,NA,A,B,A,NA,NA,B,B,B,B,B,NA,B,NA,A,NA
Chr07,351,400,07_351_400,Chr07_2687814_3941375,NA,A,A,NA,NA,A,NA,B,NA,A,NA,A,B,A,NA,NA,A,A,NA,B,A,B,B,NA,NA,NA,A,A,A,B,NA,A,B,B,A,B,B,NA,B,NA,B,NA,B,A,A,B,NA,A,NA,A,B,B,B,A,NA,NA,B,A,A,NA,B,A,NA,A,NA,B,A,B,A,NA,NA,A,NA,NA,B,B,A,A,A,A,B,NA,A,A,B,A,B,A,A,A,NA,NA,B,NA,B,B,B,B,A,B,B,NA,A,A,NA,A,NA,NA,B,A,NA,B,B,A,NA,B,A,B,A,B,B,NA,A,A,B,B,B,B,B,A,A,NA,B,A,A,B,B,B,A,B,B,NA,NA,B,B,B,A,A,NA,NA,B,B,NA,A,B,A,NA,A,NA,B,B,NA,B,NA,B,NA,A,B
Chr07,401,450,07_401_450,Chr07_3941395_4409564,B,A,A,A,NA,A,A,B,NA,A,A,A,B,B,B,A,A,A,NA,B,A,B,B,NA,B,NA,A,A,A,B,B,A,B,B,A,B,NA,NA,B,A,B,NA,B,A,A,B,B,A,A,A,B,B,B,A,NA,NA,B,A,A,NA,B,A,NA,A,NA,B,A,B,A,B,NA,A,NA,A,B,B,A,A,A,A,B,NA,A,A,B,A,B,A,A,A,B,NA,B,B,B,B,B,B,A,B,B,NA,A,A,A,A,NA,NA,B,B,A,B,B,A,NA,B,A,B,A,NA,B,NA,A,A,B,B,B,B,B,A,A,NA,B,A,NA,A,B,B,A,B,B,NA,A,B,B,B,A,A,B,A,B,B,NA,A,B,A,NA,A,NA,B,B,A,B,NA,B,NA,A,B
Chr07,451,500,07_451_500,Chr07_4409597_8690237,B,A,A,A,NA,A,A,B,NA,A,A,A,B,B,B,A,NA,A,NA,B,A,B,NA,NA,B,NA,A,A,A,B,B,A,B,B,A,B,A,NA,B,A,B,NA,B,A,A,B,B,A,NA,A,B,B,B,B,NA,NA,NA,A,A,NA,B,A,NA,A,NA,B,A,B,A,B,NA,A,NA,A,B,B,A,A,A,A,B,NA,NA,A,B,A,B,A,A,A,B,NA,B,B,B,B,B,B,A,B,B,NA,B,A,A,A,NA,NA,B,B,A,B,NA,A,NA,B,A,B,NA,A,B,NA,A,A,B,B,B,B,B,A,A,NA,A,A,B,A,B,B,A,B,B,NA,A,B,B,B,A,NA,B,A,B,NA,NA,A,B,A,NA,A,NA,B,B,A,B,NA,B,NA,A,B
Chr07,501,550,07_501_550,Chr07_8690303_9329666,B,A,A,A,NA,A,A,B,NA,A,A,A,B,NA,B,A,B,A,NA,B,A,B,A,NA,B,NA,A,A,A,B,B,A,A,B,A,B,A,NA,B,A,B,NA,B,B,A,B,B,A,A,A,B,B,B,B,NA,NA,NA,A,A,A,B,A,NA,A,NA,B,A,B,A,B,NA,A,B,A,B,B,A,NA,A,A,B,NA,B,A,B,A,B,NA,A,A,B,NA,B,NA,B,B,B,B,A,B,B,NA,B,A,A,A,NA,NA,B,B,NA,B,A,A,NA,B,A,B,NA,A,B,NA,A,A,B,B,B,B,B,A,A,NA,A,A,B,A,B,B,A,B,B,NA,A,B,B,B,A,A,B,A,B,A,NA,A,B,A,NA,A,B,B,B,A,B,NA,B,NA,A,B
Chr07,551,600,07_551_600,Chr07_9329667_10358888,B,A,A,A,NA,A,A,B,NA,A,A,A,B,A,B,A,B,A,NA,B,A,B,A,NA,B,NA,A,A,A,NA,B,A,A,B,A,B,A,NA,B,A,B,NA,B,B,A,B,B,A,A,A,B,NA,B,B,NA,NA,NA,A,A,A,B,A,NA,A,NA,B,A,NA,A,B,NA,A,B,A,NA,B,A,B,A,A,B,NA,B,A,B,A,B,NA,A,A,B,NA,B,B,B,B,B,B,A,B,NA,NA,NA,A,A,A,NA,NA,B,B,B,B,A,A,NA,B,A,B,NA,A,B,NA,A,A,B,B,B,B,B,A,A,NA,A,A,B,A,B,B,A,NA,B,NA,A,B,B,B,A,A,B,A,B,A,NA,A,B,A,NA,A,B,B,B,A,B,NA,B,NA,A,B
Chr07,601,650,07_601_650,Chr07_10430628_11516534,B,A,A,A,NA,A,A,B,NA,A,A,A,B,A,NA,A,B,A,NA,B,A,NA,A,NA,B,NA,A,A,NA,A,B,A,A,B,A,B,A,NA,B,A,B,NA,B,B,A,B,B,A,A,A,B,A,B,B,NA,NA,NA,A,A,A,B,A,NA,A,NA,B,A,A,A,B,NA,A,B,A,A,B,B,B,A,A,A,NA,B,A,A,A,NA,NA,A,A,NA,NA,B,NA,B,B,B,NA,A,B,A,NA,A,A,A,B,NA,NA,B,B,B,B,A,A,NA,B,B,B,NA,A,B,NA,A,A,NA,B,B,B,B,A,A,NA,A,A,B,A,B,B,A,A,B,NA,A,B,B,B,A,A,B,A,B,A,NA,A,B,A,NA,A,B,B,B,A,B,NA,NA,NA,A,B
Chr07,651,700,07_651_700,Chr07_11518036_12622483,B,A,A,B,NA,A,A,A,NA,A,NA,A,B,A,NA,A,B,A,NA,B,A,A,A,NA,NA,NA,A,A,B,A,B,A,A,B,NA,B,A,NA,B,A,B,A,NA,B,A,NA,B,A,A,A,B,A,NA,NA,NA,NA,NA,A,A,A,B,A,NA,A,NA,NA,A,A,A,B,NA,A,B,A,A,NA,NA,B,A,A,A,NA,B,A,A,A,NA,NA,A,NA,NA,NA,B,NA,B,NA,NA,B,A,B,A,B,A,A,A,B,NA,NA,B,B,B,B,A,A,NA,B,B,B,NA,A,NA,NA,B,A,B,B,B,B,B,A,A,NA,A,A,NA,A,A,B,A,A,NA,NA,A,B,B,B,NA,A,B,A,B,A,NA,A,B,A,NA,A,NA,B,B,A,B,NA,A,NA,A,B
Chr07,701,750,07_701_750,Chr07_12626952_13603512,B,A,A,B,NA,A,A,A,NA,B,B,A,B,A,NA,A,B,A,A,B,A,A,A,NA,NA,A,A,A,B,A,B,A,A,B,B,B,A,NA,B,A,B,A,A,B,A,A,B,A,A,A,NA,A,A,A,NA,B,NA,A,A,A,B,A,NA,A,NA,A,A,A,A,B,NA,A,B,A,A,NA,A,B,A,A,A,NA,NA,A,A,A,NA,A,A,B,NA,B,B,NA,B,A,A,B,A,B,A,NA,A,A,NA,B,NA,NA,NA,B,B,A,B,A,NA,B,B,B,NA,A,NA,NA,B,A,B,B,NA,NA,B,A,A,NA,A,NA,A,NA,A,B,A,A,B,NA,A,B,B,A,B,A,B,A,B,A,NA,A,NA,A,NA,A,NA,B,NA,A,B,NA,A,NA,A,B
Chr07,751,800,07_751_800,Chr07_13611753_14287423,B,A,A,B,NA,A,A,A,NA,B,B,A,NA,A,NA,A,B,A,A,NA,A,A,A,NA,NA,NA,A,A,B,A,NA,A,A,B,B,B,A,NA,B,A,A,NA,A,B,A,NA,B,A,A,A,NA,A,A,A,NA,NA,NA,A,A,A,A,A,NA,NA,NA,A,A,A,A,NA,NA,A,B,B,A,B,A,B,A,NA,A,NA,A,A,A,A,NA,A,A,B,NA,B,B,NA,B,A,A,B,A,B,A,NA,A,NA,B,B,NA,NA,NA,NA,B,A,B,A,NA,B,B,B,B,A,NA,NA,B,A,B,B,A,A,B,A,NA,NA,NA,B,A,B,A,B,A,A,B,NA,NA,B,NA,A,B,A,B,A,NA,A,NA,A,NA,A,NA,A,NA,B,A,A,B,NA,NA,NA,A,B
Chr07,801,850,07_801_850,Chr07_14287446_14762059,B,A,A,B,NA,A,A,A,NA,B,B,A,A,A,NA,A,B,A,A,A,A,A,A,NA,NA,NA,A,A,NA,A,A,A,A,B,B,B,A,NA,B,A,A,NA,A,B,A,A,B,A,A,A,B,A,A,A,NA,NA,NA,A,NA,A,A,A,NA,B,NA,A,A,A,A,A,NA,A,B,B,A,B,A,B,A,NA,A,NA,A,A,A,A,NA,A,A,B,NA,B,B,NA,B,A,A,B,A,B,A,NA,A,NA,B,B,NA,NA,NA,A,B,A,B,A,NA,NA,B,B,B,A,NA,NA,B,A,B,B,A,A,B,A,B,NA,B,B,A,B,A,B,NA,A,B,NA,B,B,A,A,B,A,B,A,A,A,NA,A,NA,A,NA,A,NA,B,A,A,B,NA,B,NA,NA,B
Chr07,851,900,07_851_900,Chr07_14762146_15215085,B,A,A,B,NA,A,A,A,NA,B,B,A,A,A,NA,A,B,A,NA,A,A,A,A,NA,NA,NA,A,A,A,A,A,A,A,B,B,B,B,NA,B,A,A,NA,A,B,A,A,B,NA,A,A,B,A,A,A,NA,NA,NA,A,B,A,A,A,NA,B,NA,A,A,A,NA,A,NA,A,B,B,A,B,NA,B,A,NA,NA,NA,A,A,A,A,NA,A,NA,B,NA,NA,B,NA,B,A,A,B,A,B,A,NA,A,NA,B,B,NA,NA,NA,A,B,A,B,A,NA,A,B,B,B,A,NA,NA,B,NA,B,B,A,A,B,B,B,NA,B,B,A,B,A,B,B,A,B,B,B,B,A,A,B,A,B,A,A,A,NA,NA,NA,A,A,A,NA,B,A,A,B,NA,B,NA,B,NA
Chr07,901,950,07_901_950,Chr07_15215879_15534889,B,A,A,B,NA,A,A,A,NA,B,B,A,A,A,NA,A,B,A,NA,A,A,A,A,NA,NA,NA,A,A,A,A,A,A,A,B,B,B,B,NA,B,A,A,NA,A,B,A,A,B,B,A,A,B,A,A,A,NA,NA,NA,A,B,A,A,A,NA,B,NA,A,A,A,B,A,NA,A,B,B,A,B,B,B,A,B,B,NA,A,A,A,A,NA,A,B,B,NA,NA,B,NA,B,A,A,B,A,B,A,NA,A,NA,B,B,NA,NA,NA,A,B,A,B,A,NA,A,B,B,B,A,NA,NA,B,B,B,B,A,A,B,B,B,NA,B,B,A,B,A,B,B,A,B,B,B,B,A,A,B,A,B,A,A,A,NA,B,NA,A,A,A,NA,B,A,A,B,NA,B,NA,B,A
Chr07,951,1000,07_951_1000,Chr07_15535054_15608937,B,A,A,B,NA,A,A,A,NA,B,B,A,A,A,NA,A,B,A,NA,A,A,A,A,NA,NA,NA,A,A,A,A,A,A,A,B,B,B,B,NA,B,A,A,NA,A,B,A,A,B,B,A,A,B,A,A,A,NA,NA,NA,A,B,A,A,A,NA,B,NA,A,A,A,B,A,NA,A,B,B,A,B,B,B,A,B,B,NA,A,A,A,A,NA,A,B,B,NA,NA,B,NA,B,A,A,B,A,B,A,NA,A,NA,B,B,NA,NA,NA,A,B,A,B,A,NA,A,B,B,B,A,NA,NA,B,B,B,B,A,A,B,B,B,A,B,B,A,B,A,B,B,A,B,B,B,B,A,A,B,A,B,A,A,A,NA,B,NA,A,A,A,NA,B,A,A,B,NA,B,NA,B,A
Chr08,1,50,08_1_50,Chr08_102759_588290,B,B,A,A,NA,B,B,B,NA,B,B,A,A,A,A,A,B,B,A,B,B,B,B,NA,NA,NA,A,A,A,A,A,A,A,B,A,B,A,NA,A,B,A,NA,A,B,B,A,A,A,A,A,A,B,B,A,NA,A,B,NA,A,A,A,B,NA,A,NA,B,A,B,A,A,NA,A,A,A,B,A,A,A,B,NA,A,NA,B,B,A,A,NA,B,A,NA,NA,NA,A,NA,A,A,B,A,B,B,NA,NA,A,B,A,B,NA,NA,A,B,A,A,A,A,NA,B,B,B,NA,B,A,NA,B,B,A,B,A,B,B,NA,B,NA,A,B,A,B,NA,A,B,A,B,NA,B,B,B,B,B,B,B,A,B,A,A,B,B,A,NA,B,NA,B,A,B,B,NA,B,NA,A,B
Chr08,51,100,08_51_100,Chr08_630206_1034461,B,B,A,A,NA,B,B,B,NA,B,B,A,A,A,A,A,B,B,A,B,B,B,B,NA,NA,NA,A,A,A,A,A,A,A,A,A,B,A,NA,B,B,A,NA,A,B,B,A,A,A,NA,A,A,B,B,A,A,NA,B,NA,A,A,A,B,NA,A,NA,B,A,B,A,A,NA,NA,A,A,B,A,A,A,B,NA,A,NA,B,B,A,A,NA,B,A,A,NA,NA,A,NA,A,A,B,NA,B,B,NA,NA,A,B,A,B,NA,NA,A,B,A,A,A,A,NA,B,B,B,NA,B,A,NA,B,NA,NA,B,A,B,B,NA,B,NA,A,NA,A,B,B,A,B,A,B,NA,B,B,B,B,B,B,B,A,B,A,A,B,B,A,NA,B,NA,B,A,B,B,NA,B,NA,A,B
Chr08,101,150,08_101_150,Chr08_1048612_1298750,B,B,A,A,B,B,B,B,NA,B,B,A,A,A,A,NA,B,B,A,B,B,B,B,NA,NA,NA,A,A,A,A,A,A,A,A,A,B,A,NA,B,B,A,NA,A,B,B,A,A,A,A,A,A,B,B,A,A,NA,B,NA,A,A,A,B,NA,A,NA,B,A,B,A,A,NA,B,A,A,B,A,A,A,B,A,A,NA,B,B,A,A,NA,B,A,A,NA,NA,A,NA,A,A,B,B,B,B,NA,NA,A,B,A,B,NA,NA,A,B,A,A,A,A,NA,B,B,B,NA,NA,NA,NA,B,A,B,B,A,B,B,NA,B,NA,A,A,A,B,B,A,B,A,B,NA,B,B,B,B,B,B,A,NA,B,A,A,B,B,A,NA,B,NA,B,A,B,B,NA,B,NA,A,B
Chr08,151,200,08_151_200,Chr08_1298990_1806964,B,B,A,A,B,B,B,B,NA,B,B,A,A,A,NA,B,B,B,A,B,B,NA,B,NA,NA,NA,A,A,A,A,A,A,A,A,A,B,A,NA,B,NA,A,NA,A,B,B,A,A,A,A,A,A,B,B,A,A,NA,B,NA,NA,A,A,B,A,A,NA,B,A,B,A,A,NA,B,A,A,B,A,A,A,B,A,A,NA,B,B,A,A,NA,B,A,A,NA,NA,A,NA,A,A,B,B,B,B,B,NA,A,B,A,B,NA,NA,A,B,A,A,A,A,NA,B,B,B,NA,A,B,NA,B,A,B,B,A,B,B,NA,B,NA,NA,A,A,B,B,A,B,A,B,NA,B,B,B,B,B,B,A,NA,B,A,A,NA,NA,A,A,B,NA,B,A,B,B,NA,NA,NA,A,B
Chr08,201,250,08_201_250,Chr08_1807003_1967030,B,B,A,A,B,B,B,B,NA,B,B,A,A,A,NA,B,B,B,A,B,B,A,B,NA,NA,NA,B,A,NA,A,A,A,A,A,A,B,A,NA,B,A,A,NA,A,B,B,A,A,A,A,A,A,B,B,A,A,NA,B,NA,B,A,A,B,NA,A,NA,B,A,B,A,A,NA,B,A,A,B,A,A,A,B,A,A,NA,B,B,A,A,NA,B,A,A,A,NA,A,NA,A,A,B,B,B,B,B,NA,A,B,A,B,NA,NA,A,B,A,A,A,A,NA,B,B,B,NA,A,B,NA,B,A,B,B,A,B,B,NA,A,NA,B,A,A,B,B,A,B,A,A,B,B,B,B,B,B,B,A,A,B,A,A,A,A,A,A,B,NA,B,A,B,B,NA,A,NA,A,B
Chr08,251,300,08_251_300,Chr08_1967192_2343254,B,B,A,A,B,B,B,NA,NA,B,B,A,B,A,NA,B,B,B,A,B,B,A,NA,NA,NA,NA,B,A,B,A,A,A,A,A,A,NA,A,B,B,A,A,NA,A,B,B,A,A,A,A,A,A,B,B,A,NA,NA,B,NA,B,A,A,B,A,A,NA,B,A,B,A,A,NA,B,A,A,B,A,A,A,B,NA,NA,NA,B,B,A,A,NA,B,A,A,A,NA,A,NA,A,A,B,B,B,A,B,NA,A,B,A,B,NA,NA,A,B,A,A,A,A,NA,B,B,B,NA,A,B,NA,NA,A,B,B,A,B,B,NA,A,NA,B,A,A,B,B,A,B,A,A,B,B,B,B,B,B,B,A,NA,B,A,A,A,A,A,NA,B,NA,B,A,B,B,NA,A,NA,A,B
Chr08,301,350,08_301_350,Chr08_2343757_2499765,B,B,A,A,NA,B,B,A,NA,B,B,A,B,A,NA,B,B,B,A,NA,B,A,A,NA,NA,NA,B,A,B,A,A,A,A,A,A,A,A,B,B,A,A,NA,A,B,B,A,A,A,A,A,A,B,B,A,NA,NA,B,NA,B,A,A,B,A,A,NA,B,A,B,A,A,NA,B,A,A,B,A,A,A,B,A,B,NA,B,B,A,A,NA,B,A,A,A,NA,A,NA,A,A,B,B,B,A,B,A,A,B,A,B,NA,NA,A,B,A,A,A,A,NA,B,B,B,NA,A,B,NA,A,A,B,B,A,B,B,NA,A,NA,B,A,A,B,B,A,B,A,A,B,B,B,B,B,B,B,A,B,B,A,NA,A,A,A,NA,B,NA,B,A,NA,B,NA,A,NA,A,B
Chr08,351,400,08_351_400,Chr08_2499873_2709726,B,B,A,A,NA,B,B,A,NA,B,B,A,B,A,NA,B,B,B,A,A,B,A,A,NA,NA,NA,B,A,B,NA,A,A,A,A,A,A,A,B,B,A,A,NA,A,B,B,A,A,A,A,A,A,B,B,A,NA,NA,B,NA,B,A,A,B,NA,A,NA,A,A,B,A,A,NA,B,A,A,B,A,A,A,B,A,B,NA,B,B,A,A,NA,B,A,A,A,NA,A,NA,A,A,B,B,B,A,B,A,A,B,A,B,NA,NA,A,B,B,A,NA,A,NA,B,B,B,NA,A,B,NA,A,A,B,B,A,B,B,NA,A,NA,B,A,A,B,B,A,B,A,A,B,B,B,B,B,B,B,A,B,B,A,B,A,A,A,A,B,NA,B,A,A,B,NA,A,NA,A,A
Chr08,401,450,08_401_450,Chr08_2709868_3310722,B,B,A,A,NA,B,B,A,NA,B,B,A,B,A,NA,B,B,B,A,A,B,A,A,NA,NA,NA,B,A,B,B,A,A,A,A,A,A,A,NA,B,A,A,NA,A,B,NA,A,NA,A,A,NA,A,B,NA,A,NA,NA,B,NA,B,A,A,B,NA,NA,NA,A,A,B,A,A,NA,B,A,A,B,NA,A,A,B,A,B,NA,B,B,A,NA,NA,B,A,A,A,NA,A,NA,A,A,B,B,B,A,B,A,A,NA,A,B,NA,NA,A,B,B,A,B,A,NA,B,NA,B,NA,A,B,NA,A,A,B,B,A,B,B,NA,A,NA,B,A,A,B,B,A,B,A,A,NA,B,B,B,B,B,B,A,B,B,A,B,A,NA,A,A,B,NA,B,A,A,B,NA,A,NA,NA,A
Chr08,451,500,08_451_500,Chr08_3336327_3584862,B,B,A,A,NA,B,B,A,NA,B,B,A,B,A,NA,B,B,B,A,A,B,A,A,NA,NA,NA,B,A,B,B,A,A,A,A,A,A,A,NA,B,A,A,NA,A,B,NA,NA,B,A,A,B,A,B,NA,A,NA,NA,B,NA,B,A,A,B,NA,B,NA,A,A,B,A,A,NA,B,A,A,B,B,A,A,B,NA,B,NA,B,B,A,B,NA,NA,A,A,A,NA,A,NA,A,A,B,B,B,A,B,A,A,NA,A,B,NA,NA,A,B,B,A,B,A,NA,B,A,B,NA,A,B,NA,A,A,B,B,A,B,B,NA,A,NA,NA,NA,A,B,NA,A,B,A,A,NA,B,B,B,B,B,NA,A,B,B,A,B,A,B,A,A,B,NA,B,A,A,B,NA,A,NA,B,A
Chr08,501,550,08_501_550,Chr08_3587356_3989020,B,B,A,A,NA,B,B,A,NA,B,B,NA,B,B,NA,B,B,B,A,A,A,A,A,NA,NA,NA,B,A,B,B,A,A,A,A,A,A,A,NA,B,A,A,NA,A,B,NA,B,B,A,A,B,A,B,B,A,NA,NA,B,NA,B,A,A,B,NA,B,NA,A,A,B,A,A,NA,B,A,A,B,B,A,A,B,NA,B,NA,B,B,NA,B,NA,B,A,A,A,NA,A,NA,A,A,B,B,B,A,B,A,A,NA,A,B,NA,NA,A,B,B,A,B,A,NA,B,A,B,NA,A,B,NA,A,A,B,B,A,B,B,NA,A,NA,A,A,A,B,A,A,B,A,A,NA,B,B,B,B,B,A,A,B,B,A,B,A,B,A,NA,B,NA,B,A,A,B,NA,A,NA,B,A
Chr08,551,600,08_551_600,Chr08_4058961_4449509,B,B,A,A,NA,B,B,A,NA,B,B,B,B,B,NA,B,B,B,A,A,A,A,A,NA,NA,NA,B,A,B,B,A,NA,A,A,A,A,A,NA,B,A,A,NA,A,B,NA,B,B,B,A,B,A,B,B,A,NA,NA,B,NA,B,A,A,B,NA,NA,NA,A,A,B,A,A,NA,B,A,A,B,B,A,A,B,NA,B,NA,B,B,B,B,NA,B,A,A,A,NA,A,NA,A,A,B,B,B,A,B,A,A,NA,A,B,NA,NA,A,B,B,A,B,A,NA,B,A,B,NA,A,B,NA,A,A,B,B,A,B,B,NA,A,NA,A,A,A,B,A,A,B,A,A,NA,B,B,B,B,B,A,A,B,B,NA,B,A,B,A,NA,B,NA,B,A,A,B,NA,A,NA,B,A
Chr08,601,650,08_601_650,Chr08_4449515_5019584,B,B,A,A,NA,B,B,A,NA,B,B,B,B,B,NA,B,B,NA,A,A,A,A,A,NA,NA,NA,B,A,B,B,A,B,A,A,A,A,A,NA,B,A,A,NA,A,B,NA,B,B,B,NA,B,NA,B,B,A,NA,A,B,NA,NA,NA,A,B,NA,A,NA,A,A,B,A,A,NA,B,A,A,B,B,A,A,B,NA,B,NA,B,A,B,B,NA,B,A,A,A,NA,NA,NA,A,NA,B,B,B,A,B,NA,A,NA,A,NA,NA,NA,A,B,NA,B,B,A,NA,B,A,B,NA,A,B,NA,A,A,B,B,A,B,B,NA,A,NA,A,A,A,B,A,NA,B,A,A,NA,B,A,B,NA,B,A,A,B,B,B,B,A,B,A,NA,B,NA,B,A,A,B,NA,A,NA,B,A
Chr08,651,700,08_651_700,Chr08_5029274_5540148,B,B,A,A,NA,B,B,A,NA,B,B,NA,B,B,NA,B,B,A,A,A,A,A,A,NA,NA,NA,B,A,B,NA,A,B,B,A,A,A,A,NA,B,A,A,NA,A,A,NA,B,B,B,NA,B,B,B,B,A,NA,A,B,NA,A,NA,A,B,NA,A,NA,A,A,B,A,A,NA,B,A,A,B,B,A,A,B,A,B,NA,B,A,B,B,NA,NA,A,A,A,NA,B,NA,NA,B,B,NA,NA,A,B,NA,A,NA,A,A,NA,NA,A,B,A,B,B,A,NA,B,A,B,NA,A,B,NA,A,NA,NA,B,NA,B,B,NA,A,NA,A,A,A,B,A,B,A,A,A,NA,B,A,B,A,B,A,A,B,NA,B,B,A,B,A,NA,B,NA,B,A,A,B,NA,B,NA,B,A
Chr08,701,750,08_701_750,Chr08_5540281_6043183,NA,NA,A,A,NA,B,B,A,NA,B,B,A,B,B,NA,B,B,A,A,A,A,A,A,NA,NA,NA,A,A,B,A,NA,B,B,A,A,A,A,NA,B,A,A,NA,A,A,NA,B,A,B,NA,B,B,B,B,A,NA,A,B,NA,A,NA,A,B,NA,A,NA,A,A,B,A,A,NA,B,A,NA,A,B,NA,A,B,A,B,NA,NA,A,B,A,B,A,A,A,A,NA,B,NA,B,B,B,A,NA,A,B,NA,A,B,A,A,NA,NA,A,NA,A,B,NA,A,NA,B,A,B,NA,A,B,NA,A,B,A,B,B,B,B,NA,A,NA,NA,A,NA,B,A,B,A,B,A,NA,B,A,NA,A,B,A,NA,B,A,B,B,A,B,A,NA,B,NA,B,A,A,B,NA,B,NA,B,A
Chr08,751,800,08_751_800,Chr08_6044930_6375617,A,A,A,A,A,B,B,A,NA,B,B,A,B,B,NA,B,B,A,A,A,A,A,A,NA,NA,NA,A,A,B,A,B,B,B,A,A,A,A,NA,B,A,A,NA,A,A,NA,B,A,B,NA,B,B,B,A,A,NA,A,B,NA,A,NA,A,NA,NA,A,NA,A,A,B,A,A,NA,B,A,B,A,B,A,A,B,A,B,NA,A,A,B,A,B,A,A,A,A,NA,B,NA,B,B,B,A,NA,A,NA,NA,A,B,A,A,NA,NA,A,A,A,B,A,A,NA,B,A,B,NA,A,NA,NA,A,B,A,B,B,B,B,NA,B,NA,B,A,B,B,A,B,A,B,A,NA,NA,A,A,A,B,A,B,B,A,NA,B,A,B,A,NA,B,NA,B,A,A,B,NA,B,NA,B,A
Chr08,801,850,08_801_850,Chr08_6375626_6805444,A,A,A,A,A,B,B,A,NA,B,B,A,B,B,NA,B,B,A,A,A,A,A,A,NA,NA,NA,A,A,B,A,B,B,B,A,NA,A,A,NA,NA,A,A,NA,A,A,NA,B,A,B,NA,B,B,B,A,NA,NA,A,B,NA,A,NA,A,A,NA,A,NA,A,A,B,A,A,NA,NA,A,B,A,B,A,A,B,A,B,NA,A,A,B,A,B,A,A,A,A,NA,B,NA,B,B,B,A,NA,A,A,NA,A,B,A,A,NA,NA,A,A,A,B,A,A,NA,B,A,B,NA,A,A,NA,A,B,A,B,B,B,B,NA,B,NA,B,A,B,B,A,B,A,B,A,NA,A,NA,A,A,B,A,B,B,A,A,B,A,B,A,NA,B,NA,B,A,A,B,NA,B,NA,B,A
